datetime,temp,humidity,wind_speed,aqi,pm2_5,pm10,no2,so2,co,o3
2026-02-24 00:00:00,16.5,75,6.9,5,107.32,266.37,3.48,0.75,496.33,50.25
2026-02-24 01:00:00,15.8,78,6.1,5,111.09,270.59,3.74,0.61,514.58,45.3
2026-02-24 02:00:00,15.5,79,3.6,5,116.26,275.21,4.12,0.58,546.07,41.06
2026-02-24 03:00:00,17.3,76,4.7,5,122.08,283.3,4.48,0.65,582.68,38.88
2026-02-24 04:00:00,20.2,66,3.2,5,124.01,295.68,3.63,1.01,586.82,47.19
2026-02-24 05:00:00,23.3,53,1.9,5,122.66,292.74,2.87,1.36,576.53,61.39
2026-02-24 06:00:00,26.5,44,0.8,5,121.88,295.25,2.18,1.77,555.81,82.61
2026-02-24 07:00:00,28.9,39,1.3,5,67.18,212.91,0.64,5.22,256.14,140.16
2026-02-24 08:00:00,30.4,27,3.7,4,50.27,155.87,0.38,3.66,201.81,139.18
2026-02-24 09:00:00,30.7,24,5.4,4,45.34,139.43,0.34,3.01,187.58,137.03
2026-02-24 10:00:00,30.5,25,5.6,4,44.56,136.2,0.38,3.03,186.77,138.31
2026-02-24 11:00:00,29.8,28,5.8,4,45.15,137.4,0.45,3.31,188.47,138.73
2026-02-24 12:00:00,27.8,38,7.0,4,46.46,141.6,0.56,3.66,193.08,139.16
2026-02-24 13:00:00,24.5,41,7.6,4,50.78,150.17,1.04,4.23,212.99,133.71
2026-02-24 14:00:00,22.9,39,7.0,4,57.66,161.13,1.71,5.05,249.21,124.92
2026-02-24 15:00:00,21.1,48,7.7,4,64.8,171.01,2.3,5.76,289.55,116.91
2026-02-24 16:00:00,20.6,50,8.2,4,68.62,173.44,2.6,5.6,315.2,106.01
2026-02-24 17:00:00,20.3,46,8.0,4,71.83,177.39,2.77,4.89,337.46,96.67
2026-02-24 18:00:00,19.7,48,6.8,4,74.51,182.73,2.8,4.11,353.52,88.92
2026-02-24 19:00:00,19.8,49,4.2,5,75.53,186.71,2.62,3.46,355.35,81.99
2026-02-24 20:00:00,19.0,52,4.0,5,76.75,191.45,2.46,3.03,353.49,76.28
2026-02-24 21:00:00,17.8,57,2.6,5,77.85,195.05,2.4,2.65,350.54,70.38
2026-02-24 22:00:00,17.0,60,2.4,5,78.99,197.64,2.44,2.38,348.85,64.5
2026-02-24 23:00:00,16.4,63,4.0,5,81.39,204.16,2.52,2.44,352.73,60.56
2026-02-25 00:00:00,17.4,60,1.5,5,84.58,211.85,2.61,2.7,358.41,58.29
2026-02-25 00:00:00,17.4,60,1.5,5,84.58,211.85,2.61,2.7,358.41,58.29
2026-02-25 01:00:00,16.5,64,2.0,5,88.06,217.81,2.69,3.06,367.9,56.53
2026-02-25 02:00:00,15.6,69,3.4,5,92.47,222.01,2.89,3.14,388.37,53.47
2026-02-25 03:00:00,17.5,69,3.7,5,96.77,222.46,3.16,2.76,411.39,49.66
2026-02-25 04:00:00,21.5,57,3.6,5,99.08,218.88,2.83,2.33,426.49,47.84
2026-02-25 05:00:00,24.9,48,3.1,5,100.72,222.81,2.34,2.71,435.9,53.45
2026-02-25 06:00:00,27.6,39,0.9,5,104.98,238.6,1.89,4.23,436.59,69.79
2026-02-25 07:00:00,29.7,34,2.3,4,60.7,184.61,0.77,10.87,226.11,138.92
2026-02-25 08:00:00,30.7,25,4.8,4,48.24,142.26,0.42,6.42,195.55,137.85
2026-02-25 09:00:00,31.1,24,5.9,4,44.95,131.26,0.38,5.28,187.62,136.05
2026-02-25 10:00:00,31.0,25,6.0,4,47.42,140.25,0.45,5.39,192.84,134.7
2026-02-25 11:00:00,30.5,30,4.3,4,52.35,159.0,0.57,5.77,202.1,130.43
2026-02-25 12:00:00,28.4,46,5.6,4,56.72,176.14,0.75,6.01,211.35,127.93
2026-02-25 13:00:00,25.6,44,5.2,4,60.85,190.22,1.21,6.26,227.48,125.86
2026-02-25 14:00:00,23.7,44,3.9,5,65.15,201.69,1.69,6.53,251.16,123.33
2026-02-25 15:00:00,22.6,46,3.4,5,69.01,212.37,2.02,6.64,274.53,120.85
2026-02-25 16:00:00,21.9,48,4.1,5,70.9,218.89,2.11,6.47,288.55,117.76
2026-02-25 17:00:00,21.8,49,1.1,5,73.31,229.91,2.06,6.41,299.73,117.14
2026-02-25 18:00:00,21.9,50,0.3,5,75.06,240.01,1.91,6.32,304.31,116.28
2026-02-25 19:00:00,21.4,49,0.2,5,75.18,244.43,1.67,5.62,297.43,109.65
2026-02-25 20:00:00,20.6,53,0.4,5,75.58,244.72,1.48,4.66,290.27,100.81
2026-02-25 21:00:00,19.3,55,0.9,5,74.93,236.39,1.36,3.64,282.32,90.74
2026-02-25 22:00:00,18.5,58,0.3,5,73.26,223.24,1.34,2.72,273.89,79.86
2026-02-25 23:00:00,17.9,61,0.4,5,73.62,222.72,1.42,2.25,272.51,72.32
2026-02-26 00:00:00,17.0,66,1.4,5,74.83,228.4,1.56,2.07,274.35,67.3
2026-02-26 00:00:00,17.0,66,1.4,5,74.83,228.4,1.56,2.07,274.35,67.3
2026-02-26 01:00:00,16.8,68,0.5,5,76.28,235.43,1.77,2.01,278.97,63.15
2026-02-26 02:00:00,15.2,74,5.7,5,78.62,244.02,2.02,1.8,292.11,57.91
2026-02-26 03:00:00,17.6,63,6.6,5,81.42,255.9,2.26,1.46,309.22,52.46
2026-02-26 04:00:00,21.2,54,4.5,5,82.51,265.24,2.01,1.23,318.09,48.92
2026-02-26 05:00:00,24.8,46,3.1,5,82.89,275.84,1.6,1.28,319.36,51.13
2026-02-26 06:00:00,28.0,36,3.9,5,85.49,293.2,1.29,1.55,320.53,60.89
2026-02-26 07:00:00,29.8,30,6.1,5,70.85,271.12,0.57,4.75,239.58,128.53
2026-02-26 08:00:00,30.8,27,9.5,5,61.69,217.62,0.54,4.16,227.58,133.3
2026-02-26 09:00:00,31.2,27,11.7,4,58.46,194.39,0.57,3.65,225.64,134.33
2026-02-26 10:00:00,31.2,28,12.0,4,45.34,139.57,0.52,3.33,194.71,133.19
2026-02-26 11:00:00,30.7,29,10.5,4,40.84,119.73,0.55,3.19,185.22,132.1
2026-02-26 12:00:00,28.8,46,5.7,4,39.89,115.54,0.63,3.11,183.6,131.01
2026-02-26 13:00:00,26.2,44,6.0,4,41.9,119.83,1.14,3.05,197.87,122.36
2026-02-26 14:00:00,23.6,44,8.0,4,45.87,129.59,1.95,2.97,228.1,109.55
2026-02-26 15:00:00,22.4,46,8.3,4,49.82,140.15,2.72,2.84,262.41,99.72
2026-02-26 16:00:00,22.1,47,8.6,4,52.38,148.53,3.08,2.63,285.01,91.42
2026-02-26 17:00:00,21.1,50,7.4,4,55.23,158.71,3.25,2.42,304.4,85.0
2026-02-26 18:00:00,20.7,52,7.0,4,57.7,167.98,3.26,2.15,315.53,79.22
2026-02-26 19:00:00,20.4,53,6.2,4,58.73,174.13,2.99,1.81,310.96,73.99
2026-02-26 20:00:00,20.0,55,4.0,4,60.14,180.65,2.63,1.54,304.65,70.46
2026-02-26 21:00:00,19.5,58,1.0,4,61.68,186.77,2.29,1.31,299.02,67.27
2026-02-26 22:00:00,18.5,61,0.8,4,63.24,191.29,2.06,1.09,294.42,63.66
2026-02-26 23:00:00,17.9,64,2.7,4,65.37,197.17,1.96,0.9,295.43,60.36
2026-02-27 00:00:00,17.5,72,3.4,5,67.79,203.69,1.98,0.75,300.34,57.15
2026-02-27 00:00:00,17.5,72,3.4,5,67.79,203.69,1.98,0.75,300.34,57.15
2026-02-27 01:00:00,16.5,76,4.2,5,69.54,207.67,2.1,0.65,307.41,53.32
2026-02-27 02:00:00,15.2,82,5.2,5,71.99,211.96,2.24,0.61,321.25,49.46
2026-02-27 03:00:00,18.4,71,7.2,5,74.42,216.64,2.34,0.61,334.05,45.82
2026-02-27 04:00:00,22.6,57,8.3,5,75.53,221.81,1.87,0.6,332.83,44.31
2026-02-27 05:00:00,26.0,46,6.8,5,76.42,229.94,1.4,0.66,327.93,48.39
2026-02-27 06:00:00,28.9,37,8.5,5,78.34,241.07,1.07,0.81,320.97,59.2
2026-02-27 07:00:00,30.2,33,8.4,4,43.57,138.09,0.44,3.76,186.31,122.83
2026-02-27 08:00:00,31.1,31,8.2,4,36.73,104.81,0.39,3.72,166.53,127.61
2026-02-27 09:00:00,31.2,29,8.8,3,35.3,98.83,0.4,3.52,160.39,127.53
2026-02-27 10:00:00,31.4,28,8.9,3,35.2,98.17,0.44,3.44,159.52,129.29
2026-02-27 11:00:00,30.9,29,7.1,3,34.68,96.79,0.49,3.3,157.42,129.83
2026-02-27 12:00:00,29.2,42,5.8,3,34.39,96.73,0.57,3.2,156.18,129.78
2026-02-27 13:00:00,27.7,38,3.3,4,35.91,102.58,0.98,3.17,165.76,125.56
2026-02-27 14:00:00,26.4,37,1.0,4,38.75,111.81,1.59,3.14,187.02,117.76
2026-02-27 15:00:00,23.5,45,6.5,4,41.58,119.55,2.18,3.06,212.61,110.91
2026-02-27 16:00:00,23.1,49,2.4,4,43.5,123.91,2.48,2.85,231.49,103.36
2026-02-27 17:00:00,22.6,51,1.0,4,45.9,129.95,2.64,2.66,249.94,97.3
2026-02-27 18:00:00,22.6,52,1.4,4,47.93,135.66,2.67,2.4,263.28,91.86
2026-02-27 19:00:00,22.0,54,1.6,4,48.46,137.1,2.48,2.09,264.48,86.99
2026-02-27 20:00:00,19.9,61,5.8,4,48.79,137.7,2.28,1.9,264.28,85.1
2026-02-27 21:00:00,18.9,66,4.5,4,49.28,140.14,2.11,1.8,264.78,84.31
2026-02-27 22:00:00,18.6,67,1.8,4,49.93,145.34,2.0,1.76,264.2,84.2
2026-02-27 23:00:00,18.0,69,2.5,4,51.82,151.21,1.97,1.44,269.27,80.1
2026-02-28 00:00:00,17.4,76,4.7,4,54.16,159.9,1.99,1.13,275.43,75.41
2026-02-28 00:00:00,17.4,76,4.7,4,54.16,159.9,1.99,1.13,275.43,75.41
2026-02-28 01:00:00,17.2,77,4.3,4,56.07,168.48,2.09,0.92,281.01,70.43
2026-02-28 02:00:00,16.6,80,6.0,4,58.56,176.82,2.22,0.78,292.07,66.17
2026-02-28 03:00:00,19.0,73,9.2,4,61.22,183.97,2.33,0.67,302.08,63.05
2026-02-28 04:00:00,21.9,67,7.4,4,63.12,189.04,1.95,0.61,303.68,61.99
2026-02-28 05:00:00,25.2,58,7.7,4,65.2,198.27,1.51,0.64,303.92,65.5
2026-02-28 06:00:00,28.2,47,6.6,5,68.37,212.1,1.17,0.72,303.76,73.82
2026-02-28 07:00:00,30.1,40,3.9,4,48.44,167.36,0.57,3.41,192.23,130.09
2026-02-28 08:00:00,31.4,32,1.4,4,39.34,126.88,0.44,2.72,164.22,134.72
2026-02-28 09:00:00,31.9,26,2.5,4,37.54,120.29,0.42,2.29,155.66,134.01
2026-02-28 10:00:00,31.9,26,4.3,4,37.92,121.69,0.44,2.1,153.84,135.95
2026-02-28 11:00:00,31.3,30,4.2,4,38.41,123.73,0.47,2.0,153.07,135.58
2026-02-28 12:00:00,29.6,37,7.6,4,39.38,127.93,0.54,1.98,153.66,135.06
2026-02-28 13:00:00,26.5,40,7.3,4,42.29,138.19,0.82,2.04,162.07,130.57
2026-02-28 14:00:00,24.5,45,4.9,4,46.47,150.48,1.19,2.2,178.78,122.91
2026-02-28 15:00:00,23.0,49,7.1,4,50.32,159.63,1.53,2.35,197.56,115.9
2026-02-28 16:00:00,23.1,49,5.0,4,52.19,161.1,1.72,2.36,209.09,107.44
2026-02-28 17:00:00,23.2,45,4.6,4,53.96,164.49,1.83,2.36,220.35,101.36
2026-02-28 18:00:00,22.9,46,4.5,4,55.28,168.55,1.85,2.34,227.48,97.04
2026-02-28 19:00:00,21.8,48,3.6,4,55.71,170.5,1.75,2.23,227.04,93.11
2026-02-28 20:00:00,19.6,53,6.9,4,56.54,173.2,1.66,2.07,226.67,89.56
2026-02-28 21:00:00,18.8,60,7.1,4,57.2,176.12,1.61,1.9,227.36,85.77
2026-02-28 22:00:00,18.2,68,6.7,4,57.39,177.34,1.63,1.72,228.96,80.99
2026-02-28 23:00:00,17.7,75,5.8,4,58.3,181.04,1.7,1.56,235.03,76.68
2026-03-01 00:00:00,17.6,80,5.4,4,59.44,186.3,1.77,1.36,242.17,72.04
2026-03-01 00:00:00,17.6,80,5.4,4,59.44,186.3,1.77,1.36,242.17,72.04
2026-03-02 01:00:00,17.7,76,5.6,4,51.9,142.21,2.02,1.16,250.86,72.38
2026-03-02 02:00:00,17.3,79,5.3,4,53.39,146.24,2.25,0.99,266.57,65.2
2026-03-02 03:00:00,19.9,72,5.3,4,55.12,151.67,2.5,0.86,284.98,58.51
2026-03-02 04:00:00,23.0,59,4.7,4,56.36,157.11,2.2,0.77,296.49,55.63
2026-03-02 05:00:00,26.4,50,5.4,4,58.03,165.1,1.73,0.79,303.07,60.8
2026-03-02 06:00:00,29.6,40,4.3,4,61.32,177.45,1.31,0.9,306.67,73.54
2026-03-02 07:00:00,31.2,34,3.3,4,41.64,127.83,0.46,2.93,178.12,143.05
2026-03-02 08:00:00,32.3,29,5.5,4,34.64,100.76,0.34,2.29,152.06,143.74
2026-03-02 09:00:00,32.8,27,7.1,4,33.06,96.41,0.33,1.93,145.05,141.63
2026-03-02 10:00:00,32.9,26,5.7,4,32.96,96.78,0.34,1.74,143.66,141.71
2026-03-02 11:00:00,32.7,31,3.4,4,32.95,98.01,0.37,1.62,141.87,140.6
2026-03-02 12:00:00,32.2,41,1.7,4,33.21,100.99,0.41,1.55,140.93,139.78
2026-03-02 13:00:00,29.0,39,1.5,4,35.02,108.84,0.68,1.6,147.59,133.82
2026-03-02 14:00:00,26.2,42,2.1,4,38.05,119.63,1.02,1.74,162.12,124.53
2026-03-02 15:00:00,24.8,45,2.4,4,41.27,129.48,1.28,1.89,178.69,116.83
2026-03-02 16:00:00,23.8,46,3.1,4,43.72,135.33,1.47,1.98,191.26,107.31
2026-03-02 17:00:00,23.8,47,1.9,4,46.64,143.43,1.57,2.04,202.87,99.99
2026-03-02 18:00:00,22.9,52,4.2,4,49.55,153.36,1.61,2.0,210.19,94.72
2026-03-02 19:00:00,22.9,51,1.7,4,51.69,162.91,1.57,1.84,211.2,89.69
2026-03-02 20:00:00,22.0,54,1.4,4,54.05,172.37,1.53,1.6,214.62,85.58
2026-03-02 21:00:00,19.6,62,5.8,4,55.91,178.9,1.52,1.36,220.34,80.69
2026-03-02 22:00:00,19.0,65,3.9,4,56.71,179.7,1.52,1.12,228.54,75.16
2026-03-02 23:00:00,18.8,67,1.9,4,57.82,178.98,1.58,0.92,242.77,70.23
2026-03-03 00:00:00,18.3,72,4.2,4,58.78,176.02,1.68,0.77,260.97,65.77
2026-03-03 00:00:00,18.3,72,4.2,4,58.78,176.02,1.68,0.77,260.97,65.77
2026-03-03 01:00:00,17.5,78,6.2,4,59.41,171.4,1.86,0.69,279.55,61.31
2026-03-03 02:00:00,17.4,80,6.4,4,60.71,168.75,2.11,0.66,303.97,56.75
2026-03-03 03:00:00,20.4,69,6.5,4,62.29,167.21,2.39,0.64,332.0,52.63
2026-03-03 04:00:00,24.5,57,5.6,4,63.42,168.54,2.12,0.63,352.8,51.59
2026-03-03 05:00:00,28.0,45,6.3,4,64.72,173.95,1.81,0.72,370.64,59.41
2026-03-03 06:00:00,31.2,36,8.5,4,67.72,182.87,1.61,0.98,390.12,77.19
2026-03-03 07:00:00,32.8,30,11.5,4,46.81,135.75,0.69,4.53,232.93,148.37
2026-03-03 08:00:00,33.7,24,14.3,4,41.26,113.72,0.5,3.54,192.93,145.8
2026-03-03 09:00:00,33.9,24,14.5,4,40.07,109.66,0.46,3.07,179.77,142.66
2026-03-03 10:00:00,33.8,24,12.7,4,39.79,108.9,0.46,2.78,173.18,141.72
2026-03-03 11:00:00,33.2,26,10.9,4,39.42,108.95,0.47,2.55,166.95,139.45
2026-03-03 12:00:00,32.0,32,7.6,4,39.49,111.0,0.52,2.45,163.45,137.62
2026-03-03 13:00:00,28.5,38,7.3,4,41.42,117.72,0.95,2.43,171.64,130.45
2026-03-03 14:00:00,26.4,38,7.7,4,44.68,127.76,1.51,2.45,189.94,119.97
2026-03-03 15:00:00,25.1,42,7.7,4,48.04,138.47,1.84,2.46,207.71,112.19
2026-03-03 16:00:00,24.1,47,6.5,4,50.63,146.72,1.81,2.4,216.55,104.96
2026-03-03 17:00:00,23.4,50,6.0,4,53.71,155.42,1.7,2.35,223.99,99.49
2026-03-03 18:00:00,22.9,54,7.7,4,56.49,163.44,1.6,2.24,227.99,95.09
2026-03-03 19:00:00,22.2,54,8.0,4,58.09,167.44,1.44,2.1,226.85,91.07
2026-03-03 20:00:00,22.1,50,8.8,4,59.62,169.41,1.43,2.01,231.56,88.64
2026-03-03 21:00:00,20.7,54,7.6,4,60.28,167.88,1.48,2.01,239.11,86.79
2026-03-03 22:00:00,19.8,58,6.8,4,59.27,159.53,1.6,2.1,246.51,84.7
2026-03-03 23:00:00,19.5,60,6.8,4,58.39,151.33,1.74,2.16,256.94,82.28
2026-03-04 00:00:00,19.8,62,5.9,4,57.74,146.4,1.84,2.16,267.42,79.85
2026-03-04 00:00:00,19.8,62,5.9,4,57.74,146.4,1.84,2.16,267.42,79.85
2026-03-05 01:00:00,17.5,62,6.5,4,54.67,134.48,1.98,2.68,337.86,85.23
2026-03-05 02:00:00,17.0,63,6.9,4,56.48,142.2,2.15,2.23,356.84,79.31
2026-03-05 03:00:00,19.9,54,7.9,4,57.97,151.32,2.38,2.12,374.45,76.54
2026-03-05 04:00:00,23.5,47,7.6,4,57.64,159.52,2.03,2.6,375.9,80.93
2026-03-05 05:00:00,26.9,39,8.0,4,58.41,164.59,1.54,2.75,375.49,88.76
2026-03-05 06:00:00,30.1,34,8.7,4,61.12,173.32,1.15,2.85,370.81,99.66
2026-03-05 07:00:00,32.1,27,8.2,4,56.42,180.29,0.84,3.03,304.81,118.83
2026-03-05 08:00:00,33.3,23,7.4,4,57.05,185.92,0.77,2.65,279.99,125.04
2026-03-05 09:00:00,34.0,22,6.7,4,56.56,189.31,0.73,2.34,257.4,129.23
2026-03-05 10:00:00,34.0,23,7.6,4,45.78,157.59,0.53,2.01,197.42,134.49
2026-03-05 11:00:00,33.3,24,7.8,4,38.22,129.94,0.44,1.78,168.29,133.42
2026-03-05 12:00:00,31.6,28,7.7,4,36.04,124.33,0.45,1.77,158.33,131.47
2026-03-05 13:00:00,27.8,33,6.9,4,37.08,129.69,0.7,1.87,160.89,126.63
2026-03-05 14:00:00,25.5,31,7.7,4,39.83,139.32,1.04,2.03,172.47,118.82
2026-03-05 15:00:00,24.5,32,7.9,4,42.44,147.45,1.27,2.16,184.52,112.77
2026-03-05 16:00:00,23.0,35,8.3,4,44.16,147.46,1.38,2.07,191.35,103.51
2026-03-05 17:00:00,21.8,40,7.7,4,46.61,150.67,1.41,1.88,199.48,95.05
2026-03-05 18:00:00,21.7,44,8.1,4,48.92,157.48,1.37,1.64,202.59,88.7
2026-03-05 19:00:00,20.6,50,7.6,4,50.21,163.48,1.2,1.37,196.87,83.99
2026-03-05 20:00:00,19.4,55,7.3,4,51.34,167.13,1.09,1.18,195.25,82.62
2026-03-05 21:00:00,18.4,58,7.2,4,51.59,166.27,1.09,1.1,198.93,82.07
2026-03-05 22:00:00,17.8,58,7.1,4,49.6,158.01,1.23,1.22,207.04,83.1
2026-03-05 23:00:00,17.3,58,7.1,4,48.01,148.78,1.45,1.27,223.72,80.61
2026-03-06 00:00:00,17.5,56,8.0,4,46.99,143.16,1.68,1.25,242.48,76.12
2026-03-06 00:00:00,17.5,56,8.0,4,46.99,143.16,1.68,1.25,242.48,76.12
2026-03-06 01:00:00,17.9,53,9.3,4,46.16,139.76,1.87,1.18,257.72,70.84
2026-03-06 02:00:00,17.6,55,8.8,4,46.04,140.5,2.13,1.13,276.57,66.26
2026-03-06 03:00:00,19.6,54,7.7,4,45.9,143.92,2.46,1.22,293.67,63.27
2026-03-06 04:00:00,22.7,48,8.8,4,44.48,150.08,2.09,1.74,294.62,67.58
2026-03-06 05:00:00,25.8,43,11.4,4,45.78,154.97,1.45,1.59,289.29,75.07
2026-03-06 06:00:00,29.3,39,12.4,4,49.12,162.87,0.9,1.47,278.37,84.91
2026-03-06 07:00:00,31.4,33,12.3,4,50.04,173.24,0.62,1.67,247.94,97.96
2026-03-06 08:00:00,33.0,29,12.0,4,50.25,177.09,0.53,1.55,218.72,103.08
2026-03-06 09:00:00,33.8,26,11.6,4,51.93,183.82,0.53,1.51,203.16,105.89
2026-03-06 10:00:00,34.0,26,11.6,4,48.37,171.86,0.47,1.55,180.78,113.4
2026-03-06 11:00:00,33.5,27,11.3,4,44.75,160.26,0.42,1.58,163.75,115.68
2026-03-06 12:00:00,32.4,30,10.0,4,45.11,163.41,0.45,1.63,159.37,115.61
2026-03-06 13:00:00,28.5,38,7.2,4,47.41,171.88,0.61,1.66,162.73,112.9
2026-03-06 14:00:00,26.7,37,7.4,4,50.99,181.36,0.75,1.67,170.31,107.57
2026-03-06 15:00:00,25.0,41,7.7,4,54.54,188.75,0.79,1.66,177.79,103.58
2026-03-06 16:00:00,23.5,43,7.9,4,56.41,188.37,0.81,1.62,181.12,98.46
2026-03-06 17:00:00,22.6,43,7.7,4,58.11,187.68,0.86,1.59,186.33,94.8
2026-03-06 18:00:00,22.2,44,7.9,4,59.17,185.63,0.9,1.51,190.52,91.12
2026-03-06 19:00:00,21.4,47,7.3,4,59.47,179.98,0.92,1.43,193.23,87.3
2026-03-06 20:00:00,21.0,50,5.9,4,60.47,176.28,0.98,1.43,201.81,85.51
2026-03-06 21:00:00,20.7,52,3.7,4,61.77,174.68,1.09,1.51,216.25,84.61
2026-03-06 22:00:00,19.8,56,4.1,4,62.64,173.25,1.24,1.63,235.03,82.8
2026-03-06 23:00:00,19.4,59,2.2,4,64.24,174.64,1.4,1.66,258.19,81.36
2026-03-07 00:00:00,18.3,69,5.2,4,65.99,177.8,1.52,1.62,280.45,79.14
2026-03-07 00:00:00,18.3,69,5.2,4,65.99,177.8,1.52,1.62,280.45,79.14
2026-03-07 01:00:00,17.8,76,7.0,4,66.75,182.3,1.58,1.59,295.04,76.51
2026-03-07 02:00:00,18.5,78,9.1,4,68.2,188.42,1.75,1.59,310.26,73.1
2026-03-07 03:00:00,21.1,69,11.6,4,69.62,199.49,2.04,1.8,323.02,69.91
2026-03-07 04:00:00,24.0,59,11.4,5,68.88,212.46,1.89,2.45,312.77,70.91
2026-03-07 05:00:00,26.8,53,11.1,5,68.84,216.06,1.41,2.47,297.31,76.44
2026-03-07 06:00:00,30.0,46,10.8,5,70.97,222.32,0.94,2.43,286.27,84.87
2026-03-07 07:00:00,32.3,37,11.1,5,70.85,226.18,0.66,2.34,261.77,95.11
2026-03-07 08:00:00,33.8,31,11.5,5,67.96,221.96,0.56,2.11,226.89,99.98
2026-03-07 09:00:00,34.6,27,11.1,5,68.46,223.53,0.57,2.01,212.93,103.29
2026-03-07 10:00:00,35.0,25,10.3,5,63.42,206.32,0.57,2.16,196.51,111.61
2026-03-07 11:00:00,34.5,27,8.0,4,57.68,187.65,0.58,2.32,179.76,115.6
2026-03-07 12:00:00,33.4,38,4.8,4,56.12,183.51,0.67,2.39,174.29,117.24
2026-03-07 13:00:00,31.0,38,2.9,4,56.26,182.03,0.84,2.37,174.43,114.39
2026-03-07 14:00:00,29.2,37,2.5,4,57.17,180.81,0.96,2.25,178.0,107.94
2026-03-07 15:00:00,27.8,40,4.2,4,57.51,178.3,0.99,2.06,181.77,102.59
2026-03-07 16:00:00,26.9,42,1.6,4,56.04,169.87,1.02,1.76,180.89,95.29
2026-03-07 17:00:00,25.0,47,4.9,4,55.18,164.9,1.1,1.46,183.28,88.88
2026-03-07 18:00:00,25.3,49,1.7,4,54.39,162.21,1.16,1.19,184.81,83.3
2026-03-07 19:00:00,24.3,53,2.7,4,53.11,159.79,1.14,0.96,181.43,78.21
2026-03-07 20:00:00,22.6,59,6.9,4,52.89,159.55,1.14,0.81,181.34,74.34
2026-03-07 21:00:00,22.0,69,7.0,4,53.15,159.05,1.21,0.71,184.94,70.22
2026-03-07 22:00:00,21.6,78,7.0,4,53.37,157.27,1.34,0.65,192.1,64.9
2026-03-07 23:00:00,21.4,84,6.9,4,54.45,158.5,1.5,0.58,202.86,60.23
2026-03-08 00:00:00,21.1,87,7.6,4,55.53,161.14,1.63,0.49,212.8,55.91
2026-03-08 00:00:00,21.1,87,7.6,4,55.53,161.14,1.63,0.49,212.8,55.91
2026-03-08 01:00:00,20.9,88,8.3,4,56.04,163.21,1.71,0.43,219.39,51.44
2026-03-08 02:00:00,20.4,89,6.3,4,57.12,168.01,1.85,0.46,231.7,48.77
2026-03-08 03:00:00,23.2,76,6.9,4,58.43,175.32,1.94,0.57,246.54,48.01
2026-03-08 04:00:00,26.1,63,7.0,4,58.67,190.06,1.56,1.01,255.09,55.0
2026-03-08 05:00:00,29.2,52,7.0,4,59.04,194.44,1.16,1.24,256.35,63.19
2026-03-08 06:00:00,31.7,45,6.6,5,60.84,204.32,0.9,1.76,256.13,75.27
2026-03-08 07:00:00,33.0,41,5.8,5,55.1,211.42,0.61,4.79,209.37,108.54
2026-03-08 08:00:00,34.1,38,6.3,5,51.84,200.62,0.5,5.01,182.06,116.05
2026-03-08 09:00:00,34.5,35,8.2,4,50.76,193.7,0.45,4.77,170.44,118.77
2026-03-08 10:00:00,34.7,32,8.8,4,38.77,136.51,0.32,3.43,142.26,125.72
2026-03-08 11:00:00,34.4,31,8.0,4,31.19,105.68,0.26,2.47,125.47,127.02
2026-03-08 12:00:00,33.5,33,7.2,3,28.05,96.38,0.25,1.98,118.03,126.57
2026-03-08 13:00:00,30.3,43,6.3,3,27.7,95.62,0.41,1.74,119.64,119.85
2026-03-08 14:00:00,28.5,47,4.5,4,29.2,100.88,0.67,1.64,128.98,109.01
2026-03-08 15:00:00,27.1,51,4.0,4,31.11,108.6,0.9,1.57,140.99,100.19
2026-03-08 16:00:00,26.4,52,4.5,4,32.53,116.04,1.03,1.47,148.16,92.51
2026-03-08 17:00:00,24.8,55,6.5,4,34.24,125.93,1.11,1.39,154.55,87.8
2026-03-08 18:00:00,24.5,59,4.6,4,35.92,134.94,1.18,1.3,159.61,83.05
2026-03-08 19:00:00,23.8,62,4.4,4,37.12,140.08,1.19,1.2,160.92,77.62
2026-03-08 20:00:00,23.0,64,2.8,4,38.85,143.91,1.24,1.16,166.49,73.07
2026-03-08 21:00:00,22.0,69,1.9,4,40.83,145.73,1.36,1.17,176.31,68.64
2026-03-08 22:00:00,20.9,72,2.0,4,42.32,143.81,1.55,1.19,188.19,63.78
2026-03-08 23:00:00,20.5,74,1.8,4,44.28,143.99,1.74,1.21,204.6,60.84
2026-03-09 00:00:00,19.5,78,3.9,4,46.29,145.27,1.89,1.18,222.34,58.69
2026-03-09 00:00:00,19.5,78,3.9,4,46.29,145.27,1.89,1.18,222.34,58.69
2026-03-09 01:00:00,19.0,80,4.5,4,48.03,147.06,1.98,1.16,239.68,56.88
2026-03-09 02:00:00,18.4,84,4.7,4,50.21,150.96,2.12,1.27,263.36,56.97
2026-03-09 03:00:00,21.2,69,6.4,4,52.32,156.14,2.22,1.48,288.54,59.85
2026-03-09 04:00:00,24.9,55,4.8,4,53.59,162.2,1.83,1.8,304.33,68.1
2026-03-09 05:00:00,27.8,41,5.8,4,55.75,164.31,1.42,1.79,317.53,76.88
2026-03-09 06:00:00,31.4,32,7.4,4,59.4,171.35,1.12,1.85,326.57,89.71
2026-03-09 07:00:00,33.5,29,9.0,4,48.71,168.48,0.68,2.55,241.8,114.41
2026-03-09 08:00:00,35.0,26,11.2,4,44.67,159.26,0.54,2.05,205.97,117.45
