datetime,temp,humidity,wind_speed,aqi,pm2_5,pm10,no2,so2,co,o3
2026-04-20 11:00:00,38.7,15,8.4,4,32.09,127.72,0.26,0.92,133.12,114.53
2026-04-20 12:00:00,37.7,15,7.9,4,32.37,130.68,0.29,0.91,132.13,114.25
2026-04-20 13:00:00,35.0,21,5.2,4,33.85,136.39,0.57,0.99,139.18,110.0
2026-04-20 14:00:00,32.7,22,4.8,4,36.04,143.41,1.17,1.25,156.72,104.59
2026-04-20 15:00:00,31.4,25,3.3,4,38.2,149.27,1.84,1.61,180.13,100.14
2026-04-20 16:00:00,30.5,39,0.3,4,39.86,153.51,2.28,1.93,198.08,95.46
2026-04-20 17:00:00,28.4,29,5.0,4,42.19,162.39,2.37,2.07,210.32,92.39
2026-04-20 18:00:00,28.1,31,3.1,4,44.61,172.39,2.25,1.98,214.13,88.12
2026-04-20 19:00:00,27.5,32,1.7,4,46.52,179.54,1.95,1.66,207.78,79.75
2026-04-20 20:00:00,26.5,34,2.5,4,48.95,186.49,1.76,1.35,205.2,73.6
2026-04-20 21:00:00,26.2,34,2.2,4,51.23,191.27,1.66,1.08,206.21,69.69
2026-04-20 22:00:00,26.1,35,1.5,4,52.29,196.13,1.6,0.99,207.77,69.63
2026-04-20 23:00:00,24.5,37,5.1,4,53.25,190.36,1.66,1.18,217.15,68.96
2026-04-21 00:00:00,23.6,48,4.0,4,53.77,185.14,1.73,1.45,228.15,68.47
2026-04-21 00:00:00,23.6,48,4.0,4,53.77,185.14,1.73,1.45,228.15,68.47
2026-04-21 01:00:00,23.6,48,2.9,4,53.19,181.82,1.76,1.68,235.47,68.59
2026-04-21 02:00:00,25.5,44,3.3,4,52.67,181.66,1.95,1.8,242.53,68.54
2026-04-21 03:00:00,29.0,35,4.0,4,52.4,183.47,1.98,1.79,248.0,69.45
2026-04-21 04:00:00,32.5,27,2.9,4,52.69,187.55,1.71,1.76,250.06,76.29
2026-04-21 05:00:00,35.8,21,1.4,4,53.49,189.31,1.34,1.73,247.37,86.87
2026-04-21 06:00:00,37.9,18,2.6,4,55.88,193.45,1.07,1.69,241.31,99.07
2026-04-21 07:00:00,39.5,15,3.8,4,45.67,160.05,0.44,1.43,165.02,115.84
2026-04-21 08:00:00,40.3,13,4.5,4,40.7,139.26,0.32,1.16,148.28,117.21
2026-04-21 09:00:00,40.7,13,4.2,4,39.54,134.38,0.3,1.07,143.65,116.42
2026-04-21 10:00:00,40.8,12,4.6,4,39.12,131.93,0.3,1.01,142.33,117.58
2026-04-21 11:00:00,40.6,12,6.5,4,38.25,128.55,0.31,0.96,140.14,117.27
2026-04-21 12:00:00,40.0,13,5.3,4,37.57,126.26,0.34,0.94,138.45,116.68
2026-04-21 13:00:00,36.5,25,4.5,4,38.41,128.94,0.52,0.97,142.23,113.5
2026-04-21 14:00:00,33.8,25,1.5,4,40.48,135.42,0.74,1.05,150.38,109.06
2026-04-21 15:00:00,32.3,25,3.1,4,42.63,142.72,0.82,1.16,158.25,105.87
2026-04-21 16:00:00,31.4,25,4.1,4,43.77,147.5,0.81,1.21,161.42,102.76
2026-04-21 17:00:00,32.1,23,1.0,4,44.42,150.26,0.76,1.21,162.2,101.04
2026-04-21 18:00:00,31.0,25,3.4,4,44.18,148.03,0.76,1.34,162.29,99.6
2026-04-21 19:00:00,28.9,26,8.0,4,43.28,144.13,0.94,2.6,165.99,104.08
2026-04-21 20:00:00,27.5,30,6.6,4,43.64,141.65,1.42,4.36,184.79,104.13
2026-04-21 21:00:00,27.9,30,9.8,4,43.77,140.71,1.82,5.44,202.54,99.46
2026-04-21 22:00:00,27.6,32,9.5,4,42.77,138.38,2.04,5.45,211.15,90.94
2026-04-21 23:00:00,26.6,35,7.6,4,42.34,138.38,2.16,4.96,216.94,82.97
2026-04-22 00:00:00,26.2,40,7.2,4,42.15,140.07,2.2,4.38,219.46,76.15
2026-04-22 00:00:00,26.2,40,7.2,4,42.15,140.07,2.2,4.38,219.46,76.15
2026-04-22 01:00:00,25.7,45,9.0,4,41.81,142.53,2.18,3.85,217.6,70.13
2026-04-22 02:00:00,27.0,48,9.3,4,42.07,147.64,2.43,3.49,216.91,65.99
2026-04-22 03:00:00,29.9,44,7.4,4,42.9,153.86,2.39,3.31,217.96,64.08
2026-04-22 04:00:00,33.0,36,9.2,4,44.31,160.75,2.05,3.32,220.11,67.94
2026-04-22 05:00:00,35.8,29,11.1,4,46.87,167.21,1.6,3.34,219.87,79.35
2026-04-22 06:00:00,38.4,22,14.0,4,51.53,175.84,1.23,3.28,217.58,94.78
2026-04-22 07:00:00,39.8,18,14.1,4,43.89,144.57,0.6,2.08,165.09,111.59
2026-04-22 08:00:00,40.5,16,13.4,4,40.51,128.49,0.43,1.78,147.38,113.81
2026-04-22 09:00:00,41.0,15,12.0,4,38.36,119.94,0.36,1.65,138.67,113.56
2026-04-22 10:00:00,41.0,14,12.0,4,33.82,104.12,0.31,1.38,128.63,114.53
2026-04-22 11:00:00,40.3,14,11.9,3,30.69,94.94,0.3,1.16,122.03,114.01
2026-04-22 12:00:00,40.0,14,11.1,3,29.55,92.72,0.32,1.08,119.35,113.35
2026-04-22 13:00:00,37.5,20,5.6,3,30.01,96.9,0.42,1.08,120.57,111.13
2026-04-22 14:00:00,34.3,22,6.5,4,31.37,104.27,0.52,1.14,124.72,107.4
2026-04-22 15:00:00,33.3,22,7.9,4,32.73,111.37,0.57,1.19,128.65,104.43
2026-04-22 16:00:00,32.4,23,9.4,4,33.47,116.48,0.58,1.19,129.35,101.25
2026-04-22 17:00:00,32.0,23,10.8,4,34.77,122.82,0.59,1.18,132.04,99.96
2026-04-22 18:00:00,31.3,26,11.2,4,36.52,129.29,0.61,1.24,135.68,99.53
2026-04-22 19:00:00,30.4,28,11.2,4,38.2,135.81,0.68,1.74,141.36,100.16
2026-04-22 20:00:00,29.8,30,11.1,4,40.0,141.35,0.94,2.62,155.84,97.47
2026-04-22 21:00:00,29.1,31,10.9,4,41.55,147.31,1.35,3.63,173.0,90.86
2026-04-22 22:00:00,28.4,33,9.3,4,42.14,152.88,1.88,4.46,187.85,79.84
2026-04-22 23:00:00,27.2,39,5.3,4,42.94,157.53,2.41,4.77,198.64,68.98
2026-04-23 00:00:00,27.3,43,5.7,4,43.84,161.93,2.88,4.7,205.85,59.39
2026-04-23 00:00:00,27.3,43,5.7,4,43.84,161.93,2.88,4.7,205.85,59.39
2026-04-23 01:00:00,26.9,48,5.7,4,44.42,164.68,3.21,4.37,207.11,51.04
2026-04-23 02:00:00,28.5,48,5.0,4,45.28,169.21,3.59,4.06,208.1,45.37
2026-04-23 03:00:00,30.9,46,2.7,4,46.4,174.09,3.31,3.75,208.57,43.88
2026-04-23 04:00:00,33.0,43,4.5,4,48.01,179.25,2.6,3.47,205.78,50.08
2026-04-23 05:00:00,35.4,37,2.8,4,51.26,185.02,1.77,3.22,200.3,65.45
2026-04-23 06:00:00,37.5,31,4.2,4,56.54,193.18,1.16,3.0,194.19,81.7
2026-04-23 07:00:00,39.4,24,4.7,4,52.78,182.65,0.69,2.38,163.32,94.07
2026-04-23 08:00:00,40.7,19,5.4,4,48.83,170.97,0.55,1.92,146.86,96.28
2026-04-23 09:00:00,41.2,15,8.6,4,47.33,167.83,0.57,1.79,140.1,95.88
2026-04-23 10:00:00,40.2,15,11.1,4,45.7,161.04,0.6,1.62,139.07,97.96
2026-04-23 11:00:00,38.2,21,23.1,4,46.03,161.08,0.64,1.56,140.9,98.31
2026-04-23 12:00:00,40.2,14,10.1,4,47.41,164.82,0.7,1.71,145.09,97.94
2026-04-23 13:00:00,37.2,22,4.9,4,48.74,161.7,1.09,1.98,156.46,90.17
2026-04-23 14:00:00,34.5,24,4.4,4,51.2,162.65,1.91,2.18,179.78,80.15
2026-04-23 15:00:00,33.5,26,2.1,4,53.77,169.87,2.59,2.23,203.73,72.47
2026-04-23 16:00:00,33.0,25,1.1,4,55.99,180.05,2.94,2.19,220.24,67.38
2026-04-23 17:00:00,31.6,27,3.9,4,58.55,190.5,3.23,2.11,235.55,64.2
2026-04-23 18:00:00,33.5,19,10.8,4,60.78,197.01,3.62,1.93,251.28,60.42
2026-04-23 19:00:00,33.3,17,8.7,4,61.55,197.28,3.84,1.63,259.17,55.9
2026-04-23 20:00:00,31.2,22,2.7,4,62.77,199.97,3.78,1.36,262.91,52.67
2026-04-23 21:00:00,30.0,24,7.5,5,64.08,203.78,3.6,1.17,265.64,50.22
2026-04-23 22:00:00,28.9,28,1.4,5,64.72,205.68,3.44,1.05,266.74,48.3
2026-04-23 23:00:00,28.3,30,3.3,5,65.68,207.95,3.32,1.0,271.02,47.15
2026-04-24 00:00:00,26.6,46,5.4,5,66.64,209.25,3.18,0.98,275.67,46.25
2026-04-24 00:00:00,26.6,46,5.4,5,67.2,217.79,4.63,0.85,312.45,39.44
2026-04-24 01:00:00,26.5,47,5.1,5,68.02,219.77,4.25,0.79,306.97,37.57
2026-04-24 02:00:00,28.5,41,2.6,5,68.95,222.95,3.93,0.84,308.3,36.51
2026-04-24 03:00:00,31.5,37,5.3,5,70.1,227.83,3.15,0.98,309.96,40.73
2026-04-24 04:00:00,35.0,30,3.0,5,70.57,245.81,2.11,1.9,287.54,64.1
2026-04-24 05:00:00,37.9,25,0.2,5,72.37,246.46,1.56,2.24,282.64,82.5
2026-04-24 06:00:00,39.6,20,3.5,5,77.19,249.55,1.29,2.38,283.49,99.62
2026-04-24 07:00:00,41.2,17,7.1,4,49.02,163.89,0.47,1.23,171.6,100.94
2026-04-24 08:00:00,42.2,15,8.4,4,36.31,118.27,0.31,0.71,138.11,95.2
2026-04-24 09:00:00,42.5,15,11.0,4,32.64,106.51,0.31,0.6,130.04,92.62
2026-04-24 10:00:00,42.0,16,11.5,4,31.03,102.25,0.35,0.55,127.31,91.88
2026-04-24 11:00:00,41.5,15,11.8,3,29.75,99.29,0.39,0.53,125.0,90.76
2026-04-24 12:00:00,41.3,13,10.1,3,28.41,96.16,0.43,0.53,123.18,89.5
2026-04-24 13:00:00,38.9,26,4.4,3,28.59,96.8,0.95,0.63,133.03,84.07
2026-04-24 14:00:00,36.0,19,4.5,4,30.24,101.73,2.0,0.83,158.27,76.03
2026-04-24 15:00:00,34.7,21,5.9,4,32.28,109.0,2.98,1.04,187.06,70.14
2026-04-24 16:00:00,33.8,24,1.9,4,34.2,116.92,3.4,1.15,204.81,65.4
2026-04-24 17:00:00,32.0,25,6.0,4,36.57,125.34,3.37,1.2,213.88,62.77
2026-04-24 18:00:00,31.6,27,9.1,4,38.73,130.89,3.14,1.31,215.57,62.22
2026-04-24 19:00:00,30.5,30,7.0,4,40.5,132.65,2.7,1.64,208.76,63.63
2026-04-24 20:00:00,29.5,31,6.5,4,42.93,136.48,2.38,2.05,205.8,65.84
2026-04-24 21:00:00,29.8,31,7.8,4,45.43,142.44,2.14,2.38,206.23,68.22
2026-04-24 22:00:00,29.8,31,9.3,4,47.37,148.8,1.87,2.56,203.97,71.82
2026-04-24 23:00:00,28.8,33,7.0,4,49.38,150.98,1.96,2.42,210.87,68.68
